gene,pval,qval,log2fc,mean,zero_mean,zero_variance,FDR
C15orf41,0.37534599548446845,0.5896609742272984,0.1405683384652894,28.055003561624666,False,False,0.5896609742272984
SLC9A3R2,0.5167658751032107,0.7027058857231357,0.16950133073994314,68.53797670690024,False,False,0.7027058857231357
ANKRD33,0.38976633111321446,0.6013881274672954,0.12130874242584792,34.220730107005046,False,False,0.6013881274672954
ART3,0.023662213507303628,0.16584164262334813,0.23246358033971226,30.194486943686883,False,False,0.16584164262334813
ATP6V0A1,0.14191804589421084,0.3592215599426242,-0.16819732059570877,81.17299577666492,False,False,0.3592215599426242
TCAF2,0.2958931880403344,0.521420157934315,0.06589921311906005,44.31600924236018,False,False,0.521420157934315
RELL2,0.0026686854908562966,0.06994148390554399,0.3137027678804905,38.35941872945646,False,False,0.06994148390554399
ZNF562,0.33409801251245674,0.5539261223582426,0.08432784209685897,37.236468059260666,False,False,0.5539261223582426
SHC1,0.045722962819400546,0.21855127384328812,0.21062218243857664,73.47552173893627,False,False,0.21855127384328812
DOCK9,0.6432933289838867,0.7946893087320641,0.07686508317095277,48.38889861688381,False,False,0.7946893087320641
ATF7,0.5340234431347741,0.7152914266919593,0.06392780094665458,59.94200031931807,False,False,0.7152914266919593
GRM2,0.2285672846295076,0.4577530541725056,0.14953423552914946,33.349757636465675,False,False,0.4577530541725056
PLD1,0.16474235681902172,0.3882103703798216,0.12594428140537764,34.371424326082554,False,False,0.3882103703798216
PLXNB1,0.5693898459625074,0.7418265258304658,-0.09213129210226442,83.21384318281964,False,False,0.7418265258304658
ABLIM2,0.0014288042524824573,0.056249287412091294,0.38405783459679965,34.75708193895293,False,False,0.056249287412091294
DRC3,0.21850225952615165,0.44653714468879874,0.18282299750310788,37.285495851098034,False,False,0.44653714468879874
ABHD17A,0.17293466931756118,0.39670346967305165,0.3464288685514994,86.32416087825123,False,False,0.39670346967305165
ISLR2,0.1281064902838661,0.3416480815396907,0.20111102859928276,32.79694082678818,False,False,0.3416480815396907
ERAP2,0.058478904758101795,0.2382812540716048,0.18515652670814028,34.64676926775677,False,False,0.2382812540716048
VWA5A,0.6058371434771839,0.7682684302486693,-0.044551310333561744,48.020077216915965,False,False,0.7682684302486693
LTBP3,0.031027588621742597,0.1822550705613026,0.346088929554572,61.02201647874785,False,False,0.1822550705613026
YAP1,0.4195998914812339,0.6257137969114499,-0.03907523938990522,77.18825493789299,False,False,0.6257137969114499
CCDC77,0.010659704589948832,0.12182613590353504,0.27448883880017927,31.273055844190644,False,False,0.12182613590353504
MYO1B,0.5874826975965008,0.7535139576894534,0.09824306977731907,47.17694538395579,False,False,0.7535139576894534
STOX1,0.020585828215956562,0.15597853377553,0.25282185164244686,35.269351494021535,False,False,0.15597853377553
DNAJA4,0.6816786816816041,0.8196712143978893,0.6513246984448658,73.52134648765005,False,False,0.8196712143978893
ACAA1,0.03777108556665158,0.20192961463153833,-0.36020135288821775,159.43901731909773,False,False,0.20192961463153833
APBA2,0.007231853657777471,0.10340880079587059,0.26238786467255176,37.46202208356159,False,False,0.10340880079587059
SLC8A3,0.0015652534492250271,0.058746216168378655,0.40625968573644294,30.222992222483562,False,False,0.058746216168378655
SMARCC2,0.3475102112275089,0.5653724996344498,-0.09700110275611848,74.59956341255001,False,False,0.5653724996344498
C15orf62,0.045722962819400546,0.21855127384328812,0.2583102945342861,38.8453852955888,False,False,0.21855127384328812
THAP5,0.4998018503261805,0.6890056352693577,0.065628158475904,50.83922511775319,False,False,0.6890056352693577
ERICH4,0.058478904758101795,0.2382812540716048,0.33007666047441786,40.11012351803663,False,False,0.2382812540716048
AP1M1,0.1093769689410938,0.3175089514146625,-0.22432220183470883,76.09034952303259,False,False,0.3175089514146625
SPAG9,0.7011928886270138,0.8304001547789066,0.16425330567250349,108.60866862971608,False,False,0.8304001547789066
EIF4E,0.6623751309779664,0.8074797106657868,-0.00058801902206555,66.42998151081363,False,False,0.8074797106657868
GUCY1A1,0.7011928886270138,0.8304001547789066,0.014451835244863992,46.02324108961152,False,False,0.8304001547789066
HMGB2,0.7011928886270138,0.8304001547789066,0.030961931801917465,73.63979079083698,False,False,0.8304001547789066
PDE10A,0.4831380485030482,0.6763640244724144,0.04399961478493187,41.12762748904345,False,False,0.6763640244724144
C14orf93,0.13487567747478818,0.35030946944357183,0.10111374864649911,29.577054279606514,False,False,0.35030946944357183
RUFY3,0.7608823792547115,0.8679247064515089,0.059588989305250806,93.56129139225658,False,False,0.8679247064515089
CLEC2A,0.23895815362175832,0.46777853538546277,0.16417982204197387,31.298893719184687,False,False,0.46777853538546277
ELOVL6,0.24967790631269726,0.47804121487001633,0.12021393085663137,32.029464070389906,False,False,0.47804121487001633
AHCYL2,0.20875968480124474,0.4366090706315623,-0.12178720922918833,51.58553853849085,False,False,0.4366090706315623
PSMB5,0.6816786816816041,0.8196712143978893,0.022777999582375925,60.07443749032369,False,False,0.8196712143978893
CCDC149,0.3475102112275089,0.5653724996344498,0.083602445578057,36.75979521216416,False,False,0.5653724996344498
IFT22,0.38976633111321446,0.6013881274672954,-0.057508382577080804,66.04678270293445,False,False,0.6013881274672954
GAS7,0.06589091634621466,0.2514290833479088,0.19640377455396413,31.546523117437594,False,False,0.2514290833479088
RTCA,0.7209062417708142,0.8425827927158976,0.017071374189222218,62.05318990567835,False,False,0.8425827927158976
PITPNM1,0.9052098937248174,0.948634949229174,0.015537999335436143,36.943642499970224,False,False,0.948634949229174
CAB39,0.8842802463955904,0.9378023384569044,-0.02403351594390761,46.84169127301472,False,False,0.9378023384569044
CBLC,0.007825393693027856,0.10685849409748664,0.374100005076482,52.89116324448004,False,False,0.10685849409748664
PPIP5K1,0.07406050117984497,0.2649538772874461,0.20683967705047307,40.366450239972366,False,False,0.2649538772874461
CLDN5,0.03539649957392386,0.1950972390873736,0.35628935626724567,54.00235729682736,False,False,0.1950972390873736
RAD51AP1,0.09814267360006149,0.30149989865879756,0.21992802160831768,37.1550661412681,False,False,0.30149989865879756
PWWP2A,0.6432933289838867,0.7946893087320641,0.06315398778676681,36.78967824796351,False,False,0.7946893087320641
DMRT2,0.16474235681902172,0.3882103703798216,0.12347075358172283,45.892645580012626,False,False,0.3882103703798216
SUGT1,0.00987649572419099,0.11767211872807848,-0.29030904524270285,69.2143467228587,False,False,0.11767211872807848
ZNF720,0.023662213507303628,0.16584164262334813,0.31276511556164,32.134760786847366,False,False,0.16584164262334813
TTLL6,0.062093452178120574,0.2446582507776331,0.19408696065569667,32.85061654811952,False,False,0.2446582507776331
RABL2B,0.022077450400079766,0.16000746758820053,0.20784782417503292,52.99174108737852,False,False,0.16000746758820053
NEMP1,0.38976633111321446,0.6013881274672954,0.12155138166906602,38.264306231242855,False,False,0.6013881274672954
SUN1,0.260729211005852,0.4886823937643111,0.13441112925488716,55.2219323879335,False,False,0.4886823937643111
ZNF385A,0.013350786562027319,0.13196025841730313,0.24882929140058468,47.26157286108994,False,False,0.13196025841730313
