"cell_Names","genes","db","index"
"Plasmacytoid dendritic cells","CLEC4C","PanglaoDB","7263"
"Plasmacytoid dendritic cells","CXCR3","PanglaoDB","7264"
"Plasmacytoid dendritic cells","TRADD","PanglaoDB","7265"
"Plasmacytoid dendritic cells","ARHGAP9","PanglaoDB","7266"
"Plasmacytoid dendritic cells","LAMP5","PanglaoDB","7267"
"Plasmacytoid dendritic cells","GPR183","PanglaoDB","7268"
"Plasmacytoid dendritic cells","MAP3K2","PanglaoDB","7269"
"Plasmacytoid dendritic cells","TNFSF13B","PanglaoDB","7270"
"Plasmacytoid dendritic cells","PTCRA","PanglaoDB","7271"
"Plasmacytoid dendritic cells","ERN1","PanglaoDB","7272"
"Plasmacytoid dendritic cells","ETV6","PanglaoDB","7273"
"Plasmacytoid dendritic cells","MAP3K8","PanglaoDB","7274"
"Plasmacytoid dendritic cells","FAM129C","PanglaoDB","7275"
"Plasmacytoid dendritic cells","SPIB","PanglaoDB","7276"
"Plasmacytoid dendritic cells","GZMB","PanglaoDB","7277"
"Plasmacytoid dendritic cells","CXCR4","PanglaoDB","7278"
"Plasmacytoid dendritic cells","PACSIN1","PanglaoDB","7279"
"Plasmacytoid dendritic cells","TLR7","PanglaoDB","7280"
"Plasmacytoid dendritic cells","TLR9","PanglaoDB","7281"
"Plasmacytoid dendritic cells","IRF7","PanglaoDB","7282"
"Plasmacytoid dendritic cells","IRF8","PanglaoDB","7283"
"Plasmacytoid dendritic cells","IGLL1","PanglaoDB","7284"
"Plasmacytoid dendritic cells","CUX2","PanglaoDB","7285"
"Plasmacytoid dendritic cells","ZFP521","PanglaoDB","7286"
"Plasmacytoid dendritic cells","MCTP2","PanglaoDB","7287"
"Plasmacytoid dendritic cells","KLK1","PanglaoDB","7288"
"Plasmacytoid dendritic cells","CMAH","PanglaoDB","7289"
"Plasmacytoid dendritic cells","BLNK","PanglaoDB","7290"
"Plasmacytoid dendritic cells","GRM8","PanglaoDB","7291"
"Plasmacytoid dendritic cells","PRKCA","PanglaoDB","7292"
"Plasmacytoid dendritic cells","CDH1","PanglaoDB","7293"
"Plasmacytoid dendritic cells","KLRA17","PanglaoDB","7294"
"Plasmacytoid dendritic cells","IL17RB","PanglaoDB","7295"
"Plasmacytoid dendritic cells","CARD6","PanglaoDB","7296"
"Plasmacytoid dendritic cells","CLEC4G","PanglaoDB","7297"
"Plasmacytoid dendritic cells","S100A8","PanglaoDB","7298"
"Plasmacytoid dendritic cells","JCHAIN","PanglaoDB","7299"
"Plasmacytoid dendritic cells","SERPINF1","PanglaoDB","7300"
"Plasmacytoid dendritic cells","ITM2C","PanglaoDB","7301"
"Plasmacytoid dendritic cells","TCF4","PanglaoDB","7302"
"Plasmacytoid dendritic cells","BCL11A","PanglaoDB","7303"
"Plasmacytoid dendritic cells","MZB1","PanglaoDB","7304"
"Plasmacytoid dendritic cells","DERL3","PanglaoDB","7305"
"Plasmacytoid dendritic cells","ZFAT","PanglaoDB","7306"
"Plasmacytoid dendritic cells","NRP1","PanglaoDB","7307"
"Plasmacytoid dendritic cells","SLC15A4","PanglaoDB","7308"
"Platelets","CCL5","PanglaoDB","7309"
"Platelets","VEGFA","PanglaoDB","7310"
"Platelets","PECAM1","PanglaoDB","7311"
"Platelets","FCGR2A","PanglaoDB","7312"
"Platelets","CD36","PanglaoDB","7313"
"Platelets","ITGA2B","PanglaoDB","7314"
"Platelets","GP1BA","PanglaoDB","7315"
"Platelets","SPN","PanglaoDB","7316"
"Platelets","CD46","PanglaoDB","7317"
"Platelets","ITGA2","PanglaoDB","7318"
"Platelets","ITGB3","PanglaoDB","7319"
"Platelets","SELP","PanglaoDB","7320"
"Platelets","CD69","PanglaoDB","7321"
"Platelets","CD84","PanglaoDB","7322"
"Platelets","CD109","PanglaoDB","7323"
"Platelets","CCR3","PanglaoDB","7324"
"Platelets","CD226","PanglaoDB","7325"
"Platelets","TNFSF14","PanglaoDB","7326"
"Platelets","FCER1","PanglaoDB","7327"
"Platelets","LRRC32","PanglaoDB","7328"
"Platelets","LTBR","PanglaoDB","7329"
"Platelets","PF4","PanglaoDB","7330"
"Platelets","GP5","PanglaoDB","7331"
"Platelets","F13A1","PanglaoDB","7332"
"Platelets","THBS1","PanglaoDB","7333"
"Platelets","ABCC4","PanglaoDB","7334"
"Platelets","BIN2","PanglaoDB","7335"
"Platelets","FERMT3","PanglaoDB","7336"
"Platelets","PTCRA","PanglaoDB","7337"
"Platelets","TUBB1","PanglaoDB","7338"
"Platelets","GP9","PanglaoDB","7339"
"Platelets","NCOA4","PanglaoDB","7340"
"Platelets","RGS18","PanglaoDB","7341"
"Platelets","PPBP","PanglaoDB","7342"
"Platelets","DAB2","PanglaoDB","7343"
"Platelets","HFE","PanglaoDB","7344"
"Platelets","CXCR4","PanglaoDB","7345"
"Platelets","CLEC1B","PanglaoDB","7346"
"Platelets","MPL","PanglaoDB","7347"
"Platelets","F5","PanglaoDB","7348"
"Platelets","TREML1","PanglaoDB","7349"
"Platelets","P2RY12","PanglaoDB","7350"
"Platelets","PRKAR2B","PanglaoDB","7351"
"Platelets","STX11","PanglaoDB","7352"
"Platelets","MFSD2B","PanglaoDB","7353"
"Platelets","ALOX12","PanglaoDB","7354"
"Platelets","PLEK","PanglaoDB","7355"
"Platelets","SELPLG","PanglaoDB","7356"
"Platelets","ADGRE5","PanglaoDB","7357"
"Platelets","CD40","PanglaoDB","7358"
"Platelets","ERO1A","PanglaoDB","7359"
"Platelets","CD9","PanglaoDB","7360"
"Platelets","F11R","PanglaoDB","7361"
"Platelets","TLR4","PanglaoDB","7362"
"Platelets","CRLF2","PanglaoDB","7363"
"Platelets","IL1A","PanglaoDB","7364"
"Platelets","SCARB1","PanglaoDB","7365"
"Platelets","ADAM10","PanglaoDB","7366"
"Platelets","CCR1","PanglaoDB","7367"
"Platelets","CCR4","PanglaoDB","7368"
"Platelets","F2R","PanglaoDB","7369"
"Platelets","NRGN","PanglaoDB","7370"
"Platelets","OST4","PanglaoDB","7371"
"Platelets","SPARC","PanglaoDB","7372"
"Platelets","GP1BB","PanglaoDB","7373"
"Platelets","GPX1","PanglaoDB","7374"
"Platelets","CAVIN2","PanglaoDB","7375"
"Platelets","PPDPF","PanglaoDB","7376"
"Platelets","MYL9","PanglaoDB","7377"
"Platelets","MAP3K7CL","PanglaoDB","7378"
"Platelets","PTGS1","PanglaoDB","7379"
"Platelets","GNG11","PanglaoDB","7380"
"Platelets","GRAP2","PanglaoDB","7381"
"Platelets","CTSA","PanglaoDB","7382"
"Platelets","MPIG6B","PanglaoDB","7383"
"Platelets","HIST1H3H","PanglaoDB","7384"
"Platelets","WIPF1","PanglaoDB","7385"
"Platelets","C2ORF88","PanglaoDB","7386"
"Platelets","ARHGDIB","PanglaoDB","7387"
"Platelets","CDKN2D","PanglaoDB","7388"
"Platelets","CA2","PanglaoDB","7389"
"Platelets","HLA-A","PanglaoDB","7390"
"Platelets","PDLIM1","PanglaoDB","7391"
"Platelets","PDZK1IP1","PanglaoDB","7392"
"Platelets","AGPAT1","PanglaoDB","7393"
"Platelets","SMOX","PanglaoDB","7394"
"Platelets","SRGN","PanglaoDB","7395"
"Platelets","HIST1H2BK","PanglaoDB","7396"
"Platelets","SH3BGRL2","PanglaoDB","7397"
"Platelets","ATP2A3","PanglaoDB","7398"
"Platelets","ALDH2","PanglaoDB","7399"
"Platelets","LYZ2","PanglaoDB","7400"
"Platelets","ALOX5AP","PanglaoDB","7401"
"Platelets","RAP1B","PanglaoDB","7402"
"Platelets","FHL1","PanglaoDB","7403"
"Platelets","VWF","PanglaoDB","7404"
"Platelets","LAPTM5","PanglaoDB","7405"
"Platelets","RASGRP2","PanglaoDB","7406"
"Platelets","HIST1H2BC","PanglaoDB","7407"
"Platelets","SLC2A3","PanglaoDB","7408"
"Platelets","ARHGAP10","PanglaoDB","7409"
"Platelets","RTL8B","PanglaoDB","7410"
"Platelets","TREML2","PanglaoDB","7411"
"Platelets","MMRN1","PanglaoDB","7412"
"Pluripotent stem cells","PRMT8","PanglaoDB","7413"
"Pluripotent stem cells","NCOA5","PanglaoDB","7414"
"Pluripotent stem cells","TRIM32","PanglaoDB","7415"
"Pluripotent stem cells","PRDM14","PanglaoDB","7416"
"Pluripotent stem cells","FGF4","PanglaoDB","7417"
"Pluripotent stem cells","NANOG","PanglaoDB","7418"
"Pluripotent stem cells","POU5F1","PanglaoDB","7419"
"Pluripotent stem cells","MSH2","PanglaoDB","7420"
"Pluripotent stem cells","ZFP819","PanglaoDB","7421"
"Pluripotent stem cells","GATA2","PanglaoDB","7422"
"Pluripotent stem cells","ZFX","PanglaoDB","7423"
"Pluripotent stem cells","TERF1","PanglaoDB","7424"
"Pluripotent stem cells","TEX19","PanglaoDB","7425"
"Pluripotent stem cells","TERT","PanglaoDB","7426"
"Pluripotent stem cells","ZNF296","PanglaoDB","7427"
"Pluripotent stem cells","NAP1L1","PanglaoDB","7428"
"Pluripotent stem cells","SOX2","PanglaoDB","7429"
"Pluripotent stem cells","ALPL","PanglaoDB","7430"
"Pluripotent stem cells","HK2","PanglaoDB","7431"
"Pluripotent stem cells","SPN","PanglaoDB","7432"
"Pluripotent stem cells","ESRP1","PanglaoDB","7433"
"Podocytes","PODXL","PanglaoDB","7434"
"Podocytes","ADAMTS13","PanglaoDB","7435"
"Podocytes","LCN2","PanglaoDB","7436"
"Podocytes","VEGFA","PanglaoDB","7437"
"Podocytes","SLC2A4","PanglaoDB","7438"
"Podocytes","NLRP3","PanglaoDB","7439"
"Podocytes","SYNPO","PanglaoDB","7440"
"Podocytes","NPHS1","PanglaoDB","7441"
"Podocytes","NPHS2","PanglaoDB","7442"
"Podocytes","LAMA3","PanglaoDB","7443"
"Podocytes","FOXC2","PanglaoDB","7444"
"Podocytes","WT1","PanglaoDB","7445"
"Podocytes","CD80","PanglaoDB","7446"
"Podocytes","DES","PanglaoDB","7447"
"Podocytes","PTPRO","PanglaoDB","7448"
"Podocytes","LMX1B","PanglaoDB","7449"
"Podocytes","MYOC","PanglaoDB","7450"
"Podocytes","CDH13","PanglaoDB","7451"
"Podocytes","SEMA3G","PanglaoDB","7452"
"Podocytes","THSD7A","PanglaoDB","7453"
"Podocytes","MAFB","PanglaoDB","7454"
"Podocytes","ENPEP","PanglaoDB","7455"
"Podocytes","CLIC5","PanglaoDB","7456"
"Podocytes","RAB3B","PanglaoDB","7457"
"Podocytes","DPP4","PanglaoDB","7458"
"Podocytes","ANGPTL2","PanglaoDB","7459"
"Podocytes","ITGB5","PanglaoDB","7460"
"Podocytes","RHPN1","PanglaoDB","7461"
"Podocytes","BCAM","PanglaoDB","7462"
"Podocytes","MAGI2","PanglaoDB","7463"
"Podocytes","COL4A3","PanglaoDB","7464"
"Podocytes","EFNB1","PanglaoDB","7465"
"Podocytes","NPR1","PanglaoDB","7466"
"Podocytes","PLOD2","PanglaoDB","7467"
"Podocytes","SRGAP1","PanglaoDB","7468"
"Podocytes","LAMB2","PanglaoDB","7469"
"Podocytes","NPR3","PanglaoDB","7470"
"Podocytes","ITGA3","PanglaoDB","7471"
"Podocytes","PLCE1","PanglaoDB","7472"
"Podocytes","PROS1","PanglaoDB","7473"
"Podocytes","MERTK","PanglaoDB","7474"
"Podocytes","MYO1D","PanglaoDB","7475"
"Podocytes","TCF21","PanglaoDB","7476"
"Podocytes","TNS2","PanglaoDB","7477"
"Podocytes","ADM","PanglaoDB","7478"
"Podocytes","OPTN","PanglaoDB","7479"
"Podocytes","PARD3B","PanglaoDB","7480"
"Podocytes","SEMA3E","PanglaoDB","7481"
"Podocytes","MYO1E","PanglaoDB","7482"
"Podocytes","NEBL","PanglaoDB","7483"
"Podocytes","SH2D4A","PanglaoDB","7484"
"Podocytes","TDRD5","PanglaoDB","7485"
"Podocytes","PTH1R","PanglaoDB","7486"
"Podocytes","IQGAP2","PanglaoDB","7487"
"Podocytes","CTGF","PanglaoDB","7488"
"Podocytes","FAT1","PanglaoDB","7489"
"Podocytes","ILDR2","PanglaoDB","7490"
"Podocytes","FOXD1","PanglaoDB","7491"
"Podocytes","TRIB2","PanglaoDB","7492"
"Podocytes","LOXL2","PanglaoDB","7493"
"Podocytes","COL4A5","PanglaoDB","7494"
"Podocytes","FOXC1","PanglaoDB","7495"
"Podocytes","PLEKHH2","PanglaoDB","7496"
"Podocytes","CTNNAL1","PanglaoDB","7497"
"Podocytes","DACH1","PanglaoDB","7498"
"Podocytes","SULF1","PanglaoDB","7499"
"Podocytes","HSPB8","PanglaoDB","7500"
"Podocytes","KANK1","PanglaoDB","7501"
"Podocytes","ADCY1","PanglaoDB","7502"
"Podocytes","DOCK5","PanglaoDB","7503"
"Podocytes","CRB2","PanglaoDB","7504"
"Podocytes","LRRC49","PanglaoDB","7505"
"Podocytes","CORO2B","PanglaoDB","7506"
"Podocytes","ARHGAP24","PanglaoDB","7507"
"Podocytes","GPRC5A","PanglaoDB","7508"
"Podocytes","COL4A4","PanglaoDB","7509"
"Podocytes","AIF1L","PanglaoDB","7510"
"Podocytes","MET","PanglaoDB","7511"
"Podocytes","EPB41L5","PanglaoDB","7512"
"Podocytes","DOCK1","PanglaoDB","7513"
"Podocytes","AJUBA","PanglaoDB","7514"
"Podocytes","CD2AP","PanglaoDB","7515"
"Podocytes","GOLIM4","PanglaoDB","7516"
"Podocytes","ZBTB8A","PanglaoDB","7517"
"Podocytes","QK","PanglaoDB","7518"
"Podocytes","TOB1","PanglaoDB","7519"
"Podocytes","WSB2","PanglaoDB","7520"
"Podocytes","EMC2","PanglaoDB","7521"
"Podocytes","EHD4","PanglaoDB","7522"
"Podocytes","ZFP91","PanglaoDB","7523"
"Podocytes","ETF1","PanglaoDB","7524"
"Podocytes","EMC7","PanglaoDB","7525"
"Podocytes","LUC7L2","PanglaoDB","7526"
"Podocytes","MAPT","PanglaoDB","7527"
"Podocytes","CDKN1C","PanglaoDB","7528"
"Principal cells","AQP2","PanglaoDB","7529"
"Principal cells","SCNN1A","PanglaoDB","7530"
"Principal cells","AQP3","PanglaoDB","7531"
"Principal cells","KCNJ1","PanglaoDB","7532"
"Principal cells","AVPR2","PanglaoDB","7533"
"Principal cells","SCNN1G","PanglaoDB","7534"
"Principal cells","HSD11B2","PanglaoDB","7535"
"Principal cells","FXYD4","PanglaoDB","7536"
"Principal cells","APELA","PanglaoDB","7537"
"Principal cells","NPNT","PanglaoDB","7538"
"Principal cells","SCNN1B","PanglaoDB","7539"
"Principal cells","KCNE1","PanglaoDB","7540"
"Principal cells","CDH16","PanglaoDB","7541"
"Principal cells","ADGRG1","PanglaoDB","7542"
"Principal cells","TSPAN8","PanglaoDB","7543"
"Principal cells","CDO1","PanglaoDB","7544"
"Principal cells","TMEM45B","PanglaoDB","7545"
"Principal cells","TACSTD2","PanglaoDB","7546"
"Principal cells","PDZK1IP1","PanglaoDB","7547"
"Principal cells","L1CAM","PanglaoDB","7548"
"Principal cells","CLDN4","PanglaoDB","7549"
"Principal cells","TBCK","PanglaoDB","7550"
"Principal cells","TMEM229A","PanglaoDB","7551"
"Principal cells","GSTT1","PanglaoDB","7552"
"Principal cells","GPRC5B","PanglaoDB","7553"
"Principal cells","TMEM178","PanglaoDB","7554"
"Principal cells","PHACTR1","PanglaoDB","7555"
"Principal cells","CELSR2","PanglaoDB","7556"
"Principal cells","FZD7","PanglaoDB","7557"
"Principal cells","SLC2A9","PanglaoDB","7558"
"Principal cells","RNF186","PanglaoDB","7559"
"Principal cells","TRPV5","PanglaoDB","7560"
"Principal cells","STC1","PanglaoDB","7561"
"Principal cells","PELI2","PanglaoDB","7562"
"Principal cells","KLK1","PanglaoDB","7563"
"Principal cells","ACER2","PanglaoDB","7564"
"Principal cells","AQP4","PanglaoDB","7565"
"Principal cells","FZD1","PanglaoDB","7566"
"Principal cells","GATA3","PanglaoDB","7567"
"Principal cells","LGALS3","PanglaoDB","7568"
"Principal cells","PTGES","PanglaoDB","7569"
"Principal cells","TSPAN1","PanglaoDB","7570"
"Principal cells","NR3C2","PanglaoDB","7571"
"Principal cells","HES1","PanglaoDB","7572"
"Proximal tubule cells","AQP1","PanglaoDB","7573"
"Proximal tubule cells","CLDN2","PanglaoDB","7574"
"Proximal tubule cells","DPP4","PanglaoDB","7575"
"Proximal tubule cells","ENPEP","PanglaoDB","7576"
"Proximal tubule cells","SLC36A2","PanglaoDB","7577"
"Proximal tubule cells","SLC5A1","PanglaoDB","7578"
"Proximal tubule cells","SLC6A18","PanglaoDB","7579"
"Proximal tubule cells","SLC6A19","PanglaoDB","7580"
"Proximal tubule cells","SLC6A20B","PanglaoDB","7581"
"Proximal tubule cells","SLC5A2","PanglaoDB","7582"
"Proximal tubule cells","LRP2","PanglaoDB","7583"
"Proximal tubule cells","PDZK1","PanglaoDB","7584"
"Proximal tubule cells","MIOX","PanglaoDB","7585"
"Proximal tubule cells","SLC34A1","PanglaoDB","7586"
"Proximal tubule cells","TTC36","PanglaoDB","7587"
"Proximal tubule cells","ASS1","PanglaoDB","7588"
"Proximal tubule cells","PCK1","PanglaoDB","7589"
"Proximal tubule cells","FUT9","PanglaoDB","7590"
"Proximal tubule cells","KHK","PanglaoDB","7591"
"Proximal tubule cells","SLC4A4","PanglaoDB","7592"
"Proximal tubule cells","GLYAT","PanglaoDB","7593"
"Proximal tubule cells","FBP1","PanglaoDB","7594"
"Proximal tubule cells","SLC22A6","PanglaoDB","7595"
"Proximal tubule cells","SLC22A12","PanglaoDB","7596"
"Proximal tubule cells","SLC47A1","PanglaoDB","7597"
"Proximal tubule cells","NOX4","PanglaoDB","7598"
"Proximal tubule cells","SLC17A1","PanglaoDB","7599"
"Proximal tubule cells","SLC13A3","PanglaoDB","7600"
"Proximal tubule cells","CYP2E1","PanglaoDB","7601"
"Proximal tubule cells","SLC22A8","PanglaoDB","7602"
"Proximal tubule cells","FOLR1","PanglaoDB","7603"
"Proximal tubule cells","SLC7A13","PanglaoDB","7604"
"Proximal tubule cells","AK4","PanglaoDB","7605"
"Proximal tubule cells","SLC5A8","PanglaoDB","7606"
"Proximal tubule cells","SLC22A1","PanglaoDB","7607"
"Proximal tubule cells","GHR","PanglaoDB","7608"
"Proximal tubule cells","UPB1","PanglaoDB","7609"
"Proximal tubule cells","SLC17A3","PanglaoDB","7610"
"Proximal tubule cells","GCDH","PanglaoDB","7611"
"Proximal tubule cells","GSTZ1","PanglaoDB","7612"
"Proximal tubule cells","ASL","PanglaoDB","7613"
"Proximal tubule cells","FAH","PanglaoDB","7614"
"Proximal tubule cells","SLCO1A6","PanglaoDB","7615"
"Proximal tubule cells","ECI3","PanglaoDB","7616"
"Proximal tubule cells","TMEM106A","PanglaoDB","7617"
"Proximal tubule cells","GSTA2","PanglaoDB","7618"
"Proximal tubule cells","CRYL1","PanglaoDB","7619"
"Proximal tubule cells","SLC5A12","PanglaoDB","7620"
"Proximal tubule cells","KAP","PanglaoDB","7621"
"Proximal tubule cells","AOAH","PanglaoDB","7622"
"Proximal tubule cells","SLC13A1","PanglaoDB","7623"
"Proximal tubule cells","ABCC2","PanglaoDB","7624"
"Proximal tubule cells","PKHD1","PanglaoDB","7625"
"Proximal tubule cells","SLC9A8","PanglaoDB","7626"
"Proximal tubule cells","SLC22A19","PanglaoDB","7627"
"Proximal tubule cells","TMEM27","PanglaoDB","7628"
"Proximal tubule cells","SCIN","PanglaoDB","7629"
"Proximal tubule cells","ALPL","PanglaoDB","7630"
"Proximal tubule cells","G6PC","PanglaoDB","7631"
"Proximal tubule cells","KEG1","PanglaoDB","7632"
"Proximal tubule cells","SLC22A13","PanglaoDB","7633"
"Proximal tubule cells","SLC22A7","PanglaoDB","7634"
"Proximal tubule cells","SLC16A9","PanglaoDB","7635"
"Proximal tubule cells","AGXT2","PanglaoDB","7636"
"Proximal tubule cells","SORD","PanglaoDB","7637"
"Proximal tubule cells","SOD3","PanglaoDB","7638"
"Proximal tubule cells","HNF4A","PanglaoDB","7639"
"Proximal tubule cells","NME4","PanglaoDB","7640"
"Proximal tubule cells","APOE","PanglaoDB","7641"
"Proximal tubule cells","HGD","PanglaoDB","7642"
"Proximal tubule cells","OSGIN1","PanglaoDB","7643"
"Proximal tubule cells","HSD11B1","PanglaoDB","7644"
"Proximal tubule cells","SERPINF2","PanglaoDB","7645"
"Proximal tubule cells","HAAO","PanglaoDB","7646"
"Proximal tubule cells","PPIC","PanglaoDB","7647"
"Proximal tubule cells","TFF3","PanglaoDB","7648"
"Proximal tubule cells","GNG13","PanglaoDB","7649"
"Proximal tubule cells","SLC23A3","PanglaoDB","7650"
"Proximal tubule cells","GC","PanglaoDB","7651"
"Proximal tubule cells","CACNG5","PanglaoDB","7652"
"Proximal tubule cells","TGFBI","PanglaoDB","7653"
"Proximal tubule cells","RBP4","PanglaoDB","7654"
"Pulmonary alveolar type I cells","MMP11","PanglaoDB","7655"
"Pulmonary alveolar type I cells","ICAM1","PanglaoDB","7656"
"Pulmonary alveolar type I cells","CTGF","PanglaoDB","7657"
"Pulmonary alveolar type I cells","SEMA3B","PanglaoDB","7658"
"Pulmonary alveolar type I cells","GRAMD2","PanglaoDB","7659"
"Pulmonary alveolar type I cells","SCNN1B","PanglaoDB","7660"
"Pulmonary alveolar type I cells","SEMA3E","PanglaoDB","7661"
"Pulmonary alveolar type I cells","SCNN1G","PanglaoDB","7662"
"Pulmonary alveolar type I cells","SCNN1A","PanglaoDB","7663"
"Pulmonary alveolar type I cells","COL4A4","PanglaoDB","7664"
"Pulmonary alveolar type I cells","CYP4B1","PanglaoDB","7665"
"Pulmonary alveolar type I cells","RTKN2","PanglaoDB","7666"
"Pulmonary alveolar type I cells","CLIC5","PanglaoDB","7667"
"Pulmonary alveolar type I cells","CYP2B10","PanglaoDB","7668"
"Pulmonary alveolar type I cells","AKAP5","PanglaoDB","7669"
"Pulmonary alveolar type I cells","GPRC5A","PanglaoDB","7670"
"Pulmonary alveolar type I cells","SEC14L3","PanglaoDB","7671"
"Pulmonary alveolar type I cells","COL4A3","PanglaoDB","7672"
"Pulmonary alveolar type I cells","CLDN18","PanglaoDB","7673"
"Pulmonary alveolar type I cells","AGER","PanglaoDB","7674"
"Pulmonary alveolar type I cells","HOPX","PanglaoDB","7675"
"Pulmonary alveolar type I cells","AQP5","PanglaoDB","7676"
"Pulmonary alveolar type I cells","EMP2","PanglaoDB","7677"
"Pulmonary alveolar type I cells","VEGFA","PanglaoDB","7678"
"Pulmonary alveolar type I cells","KRT7","PanglaoDB","7679"
"Pulmonary alveolar type I cells","IGFBP6","PanglaoDB","7680"
"Pulmonary alveolar type I cells","PXDC1","PanglaoDB","7681"
"Pulmonary alveolar type I cells","AQP3","PanglaoDB","7682"
"Pulmonary alveolar type I cells","CRLF1","PanglaoDB","7683"
"Pulmonary alveolar type I cells","EGFL6","PanglaoDB","7684"
"Pulmonary alveolar type I cells","FSTL3","PanglaoDB","7685"
"Pulmonary alveolar type I cells","MEX3B","PanglaoDB","7686"
"Pulmonary alveolar type I cells","RADIL","PanglaoDB","7687"
"Pulmonary alveolar type I cells","SMARCA1","PanglaoDB","7688"
"Pulmonary alveolar type I cells","P2RX7","PanglaoDB","7689"
"Pulmonary alveolar type II cells","IRX1","PanglaoDB","7690"
"Pulmonary alveolar type II cells","EGFL6","PanglaoDB","7691"
"Pulmonary alveolar type II cells","CEBPA","PanglaoDB","7692"
"Pulmonary alveolar type II cells","NKX2-1","PanglaoDB","7693"
"Pulmonary alveolar type II cells","MUC1","PanglaoDB","7694"
"Pulmonary alveolar type II cells","CLDN18","PanglaoDB","7695"
"Pulmonary alveolar type II cells","AGER","PanglaoDB","7696"
"Pulmonary alveolar type II cells","LAMP3","PanglaoDB","7697"
"Pulmonary alveolar type II cells","SFTA2","PanglaoDB","7698"
"Pulmonary alveolar type II cells","SFTPD","PanglaoDB","7699"
"Pulmonary alveolar type II cells","SLC34A2","PanglaoDB","7700"
"Pulmonary alveolar type II cells","CXCL15","PanglaoDB","7701"
"Pulmonary alveolar type II cells","SFTPB","PanglaoDB","7702"
"Pulmonary alveolar type II cells","SFTPA1","PanglaoDB","7703"
"Pulmonary alveolar type II cells","SFTPC","PanglaoDB","7704"
"Pulmonary alveolar type II cells","SDC1","PanglaoDB","7705"
"Pulmonary alveolar type II cells","ADGRF5","PanglaoDB","7706"
"Pulmonary alveolar type II cells","ABCD3","PanglaoDB","7707"
"Pulmonary alveolar type II cells","SOAT1","PanglaoDB","7708"
"Pulmonary alveolar type II cells","ETV5","PanglaoDB","7709"
"Pulmonary alveolar type II cells","CD36","PanglaoDB","7710"
"Pulmonary alveolar type II cells","LPCAT1","PanglaoDB","7711"
"Pulmonary alveolar type II cells","NAPSA","PanglaoDB","7712"
"Pulmonary alveolar type II cells","CBR2","PanglaoDB","7713"
"Pulmonary alveolar type II cells","ABCA3","PanglaoDB","7714"
"Pulmonary alveolar type II cells","SCD1","PanglaoDB","7715"
"Pulmonary alveolar type II cells","S100G","PanglaoDB","7716"
"Pulmonary alveolar type II cells","LYZ1","PanglaoDB","7717"
"Pulmonary alveolar type II cells","PGC","PanglaoDB","7718"
"Pulmonary alveolar type II cells","CXCR2","PanglaoDB","7719"
"Pulmonary alveolar type II cells","CXCL2","PanglaoDB","7720"
"Pulmonary alveolar type II cells","GRK2","PanglaoDB","7721"
"Pulmonary alveolar type II cells","RUNX3","PanglaoDB","7722"
"Pulmonary alveolar type II cells","CTNND1","PanglaoDB","7723"
"Pulmonary alveolar type II cells","CD59A","PanglaoDB","7724"
"Pulmonary alveolar type II cells","PPP1R14C","PanglaoDB","7725"
"Pulmonary alveolar type II cells","DDX3Y","PanglaoDB","7726"
"Pulmonary alveolar type II cells","PIGR","PanglaoDB","7727"
"Pulmonary alveolar type II cells","H2-Q6","PanglaoDB","7728"
"Pulmonary alveolar type II cells","LY6I","PanglaoDB","7729"
"Pulmonary alveolar type II cells","WFDC17","PanglaoDB","7730"
"Pulmonary alveolar type II cells","LRG1","PanglaoDB","7731"
"Pulmonary alveolar type II cells","NRN1","PanglaoDB","7732"
"Pulmonary alveolar type II cells","PPBP","PanglaoDB","7733"
"Pulmonary alveolar type II cells","IL1B","PanglaoDB","7734"
"Pulmonary alveolar type II cells","INMT","PanglaoDB","7735"
"Pulmonary alveolar type II cells","CRLF1","PanglaoDB","7736"
"Pulmonary vascular smooth muscle cells","ANGPT1","PanglaoDB","7737"
"Pulmonary vascular smooth muscle cells","PDGFRB","PanglaoDB","7738"
"Purkinje fiber cells","GJA5","PanglaoDB","7739"
"Purkinje fiber cells","B3GAT1","PanglaoDB","7740"
"Purkinje fiber cells","GJC1","PanglaoDB","7741"
"Purkinje fiber cells","KCNK3","PanglaoDB","7742"
"Purkinje fiber cells","NEFM","PanglaoDB","7743"
"Purkinje neurons","CALB1","PanglaoDB","7744"
"Purkinje neurons","ABAT","PanglaoDB","7745"
"Purkinje neurons","GRIN1","PanglaoDB","7746"
"Purkinje neurons","GAD1","PanglaoDB","7747"
"Purkinje neurons","HDAC6","PanglaoDB","7748"
"Purkinje neurons","PRKG1","PanglaoDB","7749"
"Purkinje neurons","ATP2B2","PanglaoDB","7750"
"Purkinje neurons","PDE5A","PanglaoDB","7751"
"Purkinje neurons","ITPR3","PanglaoDB","7752"
"Purkinje neurons","PDE1B","PanglaoDB","7753"
"Purkinje neurons","PDE1A","PanglaoDB","7754"
"Purkinje neurons","CAR8","PanglaoDB","7755"
"Purkinje neurons","OMP","PanglaoDB","7756"
"Purkinje neurons","PDE9A","PanglaoDB","7757"
"Purkinje neurons","CBLN1","PanglaoDB","7758"
"Purkinje neurons","MRPS35","PanglaoDB","7759"
"Purkinje neurons","PVALB","PanglaoDB","7760"
"Purkinje neurons","SHANK2","PanglaoDB","7761"
"Purkinje neurons","CACNA2D2","PanglaoDB","7762"
